Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2000-01-03,1.5871988534927368,1.587198853492737,1.587198853492737,1.587198853492737,35389440000
2000-01-04,1.4993958473205566,1.4993958473205566,1.4993958473205566,1.4993958473205566,28861440000
2000-01-05,1.4842665195465088,1.4842665195465088,1.4842665195465088,1.4842665195465088,43033600000
2000-01-06,1.4791343212127686,1.4791343212127686,1.4791343212127686,1.4791343212127686,34055680000
2000-01-07,1.4858877658843994,1.4858877658843994,1.4858877658843994,1.4858877658843994,20912640000
2000-01-10,1.5164159536361694,1.5164159536361694,1.5164159536361694,1.5164159536361694,19563520000
2000-01-11,1.4791343212127686,1.4791343212127686,1.4791343212127686,1.4791343212127686,23987200000
2000-01-12,1.4812954664230347,1.4812954664230347,1.4812954664230347,1.4812954664230347,23301120000
2000-01-13,1.4386098384857178,1.4386098384857178,1.4386098384857178,1.4386098384857178,26383360000
2000-01-14,1.458871603012085,1.458871603012085,1.458871603012085,1.458871603012085,16657920000
2000-01-17,1.4421221017837524,1.4421221017837524,1.4421221017837524,1.4421221017837524,16573440000
2000-01-18,1.4488760232925415,1.4488760232925413,1.4488760232925413,1.4488760232925413,17925120000
2000-01-19,1.4386098384857178,1.4386098384857178,1.4386098384857178,1.4386098384857178,38883840000
2000-01-20,1.4353675842285156,1.4353675842285156,1.4353675842285156,1.4353675842285156,26268160000
2000-01-21,1.4048393964767456,1.4048393964767456,1.4048393964767456,1.4048393964767456,17512960000
2000-01-24,1.394843578338623,1.394843578338623,1.394843578338623,1.394843578338623,18385920000
2000-01-25,1.394843578338623,1.394843578338623,1.394843578338623,1.394843578338623,0
2000-01-26,1.411594033241272,1.411594033241272,1.411594033241272,1.411594033241272,25917440000
2000-01-27,1.4015973806381226,1.4015973806381226,1.4015973806381226,1.4015973806381226,38379520000
2000-01-28,1.4015973806381226,1.4015973806381226,1.4015973806381226,1.4015973806381226,17894400000
2000-01-31,1.3780934810638428,1.3780934810638428,1.3780934810638428,1.3780934810638428,32266240000
2000-02-01,1.4048393964767456,1.4048393964767456,1.4048393964767456,1.4048393964767456,23672320000
2000-02-02,1.4318554401397705,1.4318554401397703,1.4318554401397703,1.4318554401397703,14272000000
2000-02-03,1.4723795652389526,1.4723795652389526,1.4723795652389526,1.4723795652389526,25950720000
2000-02-04,1.5096619129180908,1.5096619129180906,1.5096619129180906,1.5096619129180906,21199360000
2000-02-07,1.5196582078933716,1.5196582078933716,1.5196582078933716,1.5196582078933716,20613120000
2000-02-08,1.5534284114837646,1.5534284114837646,1.5534284114837646,1.5534284114837646,31498240000
2000-02-09,1.5196582078933716,1.5196582078933716,1.5196582078933716,1.5196582078933716,15600640000
2000-02-10,1.475892186164856,1.4758921861648562,1.4758921861648562,1.4758921861648562,18600960000
2000-02-11,1.4286140203475952,1.4286140203475952,1.4286140203475952,1.4286140203475952,25297920000
2000-02-14,1.4083516597747803,1.4083516597747803,1.4083516597747803,1.4083516597747803,10119680000
2000-02-15,1.4353675842285156,1.4353675842285156,1.4353675842285156,1.4353675842285156,33546240000
2000-02-16,1.5501872301101685,1.5501872301101687,1.5501872301101687,1.5501872301101687,73564160000
2000-02-17,1.5366783142089844,1.5366783142089844,1.5366783142089844,1.5366783142089844,21411840000
2000-02-18,1.5029081106185913,1.5029081106185913,1.5029081106185913,1.5029081106185913,22484480000
2000-02-21,1.4993958473205566,1.4993958473205566,1.4993958473205566,1.4993958473205566,18700800000
2000-02-22,1.4926422834396362,1.4926422834396362,1.4926422834396362,1.4926422834396362,22474240000
2000-02-23,1.5029081106185913,1.5029081106185913,1.5029081106185913,1.5029081106185913,20334080000
2000-02-24,1.5434319972991943,1.5434319972991943,1.5434319972991943,1.5434319972991943,32931840000
2000-02-25,1.5839568376541138,1.5839568376541138,1.5839568376541138,1.5839568376541138,36958720000
2000-02-28,1.5534284114837646,1.5534284114837646,1.5534284114837646,1.5534284114837646,11596800000
2000-02-29,1.5601822137832642,1.5601822137832644,1.5601822137832644,1.5601822137832644,24322560000
2000-03-01,1.5871988534927368,1.587198853492737,1.587198853492737,1.587198853492737,23828480000
2000-03-02,1.5772024393081665,1.5772024393081665,1.5772024393081665,1.5772024393081665,24053760000
2000-03-03,1.631234884262085,1.6312348842620847,1.6312348842620847,1.6312348842620847,13217280000
2000-03-06,1.631234884262085,1.6312348842620847,1.6312348842620847,1.6312348842620847,0
2000-03-07,1.631234884262085,1.6312348842620847,1.6312348842620847,1.6312348842620847,0
2000-03-08,1.6698678731918335,1.6698678731918335,1.6698678731918335,1.6698678731918335,8337920000
2000-03-09,1.728763222694397,1.728763222694397,1.728763222694397,1.728763222694397,21578240000
2000-03-10,1.6785132884979248,1.6785132884979246,1.6785132884979246,1.6785132884979246,14763520000
2000-03-13,1.6785132884979248,1.6785132884979246,1.6785132884979246,1.6785132884979246,0
2000-03-14,1.5704482793807983,1.5704482793807983,1.5704482793807983,1.5704482793807983,28421120000
2000-03-15,1.5907105207443237,1.5907105207443237,1.5907105207443237,1.5907105207443237,25216000000
2000-03-16,1.6007063388824463,1.6007063388824463,1.6007063388824463,1.6007063388824463,23298560000
2000-03-17,1.5839568376541138,1.5839568376541138,1.5839568376541138,1.5839568376541138,18447360000
2000-03-20,1.5366783142089844,1.5366783142089844,1.5366783142089844,1.5366783142089844,16012800000
2000-03-21,1.5669364929199219,1.5669364929199219,1.5669364929199219,1.5669364929199219,25492480000
2000-03-22,1.5707188844680786,1.5707188844680786,1.5707188844680786,1.5707188844680786,25113600000
2000-03-23,1.5704482793807983,1.5704482793807983,1.5704482793807983,1.5704482793807983,26447360000
2000-03-24,1.5704482793807983,1.5704482793807983,1.5704482793807983,1.5704482793807983,15249920000
2000-03-27,1.688509225845337,1.6885092258453371,1.6885092258453371,1.6885092258453371,22727680000
2000-03-28,1.617726445198059,1.6177264451980593,1.6177264451980593,1.6177264451980593,16906240000
2000-03-29,1.6109727621078491,1.610972762107849,1.610972762107849,1.610972762107849,21788160000
2000-03-30,1.5736898183822632,1.573689818382263,1.573689818382263,1.573689818382263,16432640000
2000-03-31,1.5939526557922363,1.5939526557922363,1.5939526557922363,1.5939526557922363,20659200000
2000-04-03,1.580444574356079,1.580444574356079,1.580444574356079,1.580444574356079,18083840000
